========== IDEC Training Configuration ==========
lr: 0.001
n_clusters: 3
batch_size: 256
n_z: 2
dataset: sparse_8_dense_1_dense_1
pretrain_path: data/sparse_8_dense_1_dense_1/ae_gamma_0.2_nz_2_update_3.pkl
gamma: 0.2
update_interval: 3
tol: 0.001
train_epoch: 100
pretrain_epoch: 200
cuda: True
n_input: 2
=================================================

IDEC(
  (ae): AE(
    (enc_1): Linear(in_features=2, out_features=500, bias=True)
    (enc_2): Linear(in_features=500, out_features=500, bias=True)
    (enc_3): Linear(in_features=500, out_features=1000, bias=True)
    (z_layer): Linear(in_features=1000, out_features=2, bias=True)
    (dec_1): Linear(in_features=2, out_features=1000, bias=True)
    (dec_2): Linear(in_features=1000, out_features=500, bias=True)
    (dec_3): Linear(in_features=500, out_features=500, bias=True)
    (x_bar_layer): Linear(in_features=500, out_features=2, bias=True)
  )
)=================================================

Iter 000: Acc 0.5189, NMI 0.5119, ARI 0.3397, Δlabel 0.0000
Iter 003: Acc 0.5633, NMI 0.5641, ARI 0.3792, Δlabel 0.1133
Iter 006: Acc 0.6211, NMI 0.5644, ARI 0.4073, Δlabel 0.1922
Iter 009: Acc 0.6522, NMI 0.4999, ARI 0.3968, Δlabel 0.0789
Iter 012: Acc 0.5322, NMI 0.4160, ARI 0.2683, Δlabel 0.1200
Iter 015: Acc 0.4911, NMI 0.3787, ARI 0.2224, Δlabel 0.0444
Iter 018: Acc 0.4778, NMI 0.3767, ARI 0.2187, Δlabel 0.0633
Iter 021: Acc 0.5278, NMI 0.3891, ARI 0.2411, Δlabel 0.0533
Iter 024: Acc 0.5233, NMI 0.3685, ARI 0.2182, Δlabel 0.0167
Iter 027: Acc 0.4578, NMI 0.3313, ARI 0.1627, Δlabel 0.0756
Iter 030: Acc 0.5189, NMI 0.3934, ARI 0.2431, Δlabel 0.0856
Iter 033: Acc 0.5722, NMI 0.4862, ARI 0.3379, Δlabel 0.0789
Iter 036: Acc 0.5367, NMI 0.4054, ARI 0.2596, Δlabel 0.0622
Iter 039: Acc 0.5356, NMI 0.4070, ARI 0.2609, Δlabel 0.0022
Iter 042: Acc 0.5400, NMI 0.4004, ARI 0.2559, Δlabel 0.0089
Iter 045: Acc 0.5622, NMI 0.4100, ARI 0.2733, Δlabel 0.0222
Iter 048: Acc 0.5456, NMI 0.4098, ARI 0.2668, Δlabel 0.0178
Iter 051: Acc 0.5489, NMI 0.4274, ARI 0.2837, Δlabel 0.0111
Iter 054: Acc 0.5456, NMI 0.4192, ARI 0.2753, Δlabel 0.0078
Iter 057: Acc 0.5478, NMI 0.4355, ARI 0.2903, Δlabel 0.0111
Iter 060: Acc 0.5344, NMI 0.4321, ARI 0.2834, Δlabel 0.0167
Iter 063: Acc 0.5222, NMI 0.4355, ARI 0.2833, Δlabel 0.0144
Iter 066: Acc 0.5311, NMI 0.4448, ARI 0.2933, Δlabel 0.0122
Iter 069: Acc 0.5322, NMI 0.4427, ARI 0.2918, Δlabel 0.0100
Iter 072: Acc 0.5389, NMI 0.4455, ARI 0.2959, Δlabel 0.0067
Iter 075: Acc 0.5556, NMI 0.4684, ARI 0.3190, Δlabel 0.0211
Iter 078: Acc 0.5289, NMI 0.4381, ARI 0.2871, Δlabel 0.0333
Iter 081: Acc 0.5233, NMI 0.4355, ARI 0.2836, Δlabel 0.0078
Iter 084: Acc 0.5200, NMI 0.4441, ARI 0.2902, Δlabel 0.0089
Iter 087: Acc 0.5289, NMI 0.4712, ARI 0.3136, Δlabel 0.0167
Iter 090: Acc 0.5111, NMI 0.4576, ARI 0.2999, Δlabel 0.0200
Iter 093: Acc 0.4967, NMI 0.4476, ARI 0.2900, Δlabel 0.0178
Iter 096: Acc 0.4844, NMI 0.4097, ARI 0.2541, Δlabel 0.0289
Iter 099: Acc 0.4789, NMI 0.4234, ARI 0.2671, Δlabel 0.0278
