========== IDEC Training Configuration ==========
lr: 0.001
n_clusters: 3
batch_size: 256
n_z: 2
dataset: sparse_8_dense_1_dense_1
pretrain_path: data/sparse_8_dense_1_dense_1/ae_gamma_1.0_nz_2_update_3.pkl
gamma: 1.0
update_interval: 3
tol: 0.001
train_epoch: 100
pretrain_epoch: 200
cuda: True
n_input: 2
=================================================

IDEC(
  (ae): AE(
    (enc_1): Linear(in_features=2, out_features=500, bias=True)
    (enc_2): Linear(in_features=500, out_features=500, bias=True)
    (enc_3): Linear(in_features=500, out_features=1000, bias=True)
    (z_layer): Linear(in_features=1000, out_features=2, bias=True)
    (dec_1): Linear(in_features=2, out_features=1000, bias=True)
    (dec_2): Linear(in_features=1000, out_features=500, bias=True)
    (dec_3): Linear(in_features=500, out_features=500, bias=True)
    (x_bar_layer): Linear(in_features=500, out_features=2, bias=True)
  )
)=================================================

Iter 000: Acc 0.5022, NMI 0.5113, ARI 0.3378, Δlabel 0.0000
Iter 003: Acc 0.6622, NMI 0.3943, ARI 0.3279, Δlabel 0.3067
Iter 006: Acc 0.5711, NMI 0.3278, ARI 0.1936, Δlabel 0.0911
Iter 009: Acc 0.4456, NMI 0.2970, ARI 0.1155, Δlabel 0.1289
Iter 012: Acc 0.4733, NMI 0.2911, ARI 0.1113, Δlabel 0.0889
Iter 015: Acc 0.4867, NMI 0.3040, ARI 0.1315, Δlabel 0.0233
Iter 018: Acc 0.5344, NMI 0.3258, ARI 0.1737, Δlabel 0.0556
Iter 021: Acc 0.5856, NMI 0.3452, ARI 0.2210, Δlabel 0.0533
Iter 024: Acc 0.5767, NMI 0.3534, ARI 0.2246, Δlabel 0.0200
Iter 027: Acc 0.5756, NMI 0.3571, ARI 0.2278, Δlabel 0.0067
Iter 030: Acc 0.5767, NMI 0.3599, ARI 0.2313, Δlabel 0.0022
Iter 033: Acc 0.5789, NMI 0.3616, ARI 0.2343, Δlabel 0.0022
Iter 036: Acc 0.5667, NMI 0.3583, ARI 0.2244, Δlabel 0.0122
Iter 039: Acc 0.5633, NMI 0.3578, ARI 0.2222, Δlabel 0.0033
Iter 042: Acc 0.5589, NMI 0.3558, ARI 0.2180, Δlabel 0.0044
Iter 045: Acc 0.5633, NMI 0.3591, ARI 0.2236, Δlabel 0.0067
Iter 048: Acc 0.5478, NMI 0.3611, ARI 0.2188, Δlabel 0.0200
Iter 051: Acc 0.5344, NMI 0.3710, ARI 0.2244, Δlabel 0.0244
Iter 054: Acc 0.5478, NMI 0.3557, ARI 0.2130, Δlabel 0.0278
Iter 057: Acc 0.5600, NMI 0.3740, ARI 0.2376, Δlabel 0.0200
Iter 060: Acc 0.5322, NMI 0.3664, ARI 0.2188, Δlabel 0.0311
Iter 063: Acc 0.5022, NMI 0.3761, ARI 0.2214, Δlabel 0.0389
Iter 066: Acc 0.5289, NMI 0.3994, ARI 0.2516, Δlabel 0.0333
Iter 069: Acc 0.4911, NMI 0.3725, ARI 0.2156, Δlabel 0.0444
Iter 072: Acc 0.4989, NMI 0.3889, ARI 0.2344, Δlabel 0.0156
Iter 075: Acc 0.4900, NMI 0.3740, ARI 0.2171, Δlabel 0.0156
Iter 078: Acc 0.4778, NMI 0.3848, ARI 0.2277, Δlabel 0.0211
Iter 081: Acc 0.5367, NMI 0.3899, ARI 0.2446, Δlabel 0.0656
Iter 084: Acc 0.5211, NMI 0.3902, ARI 0.2404, Δlabel 0.0178
Iter 087: Acc 0.4933, NMI 0.3955, ARI 0.2405, Δlabel 0.0356
Iter 090: Acc 0.4789, NMI 0.4096, ARI 0.2536, Δlabel 0.0456
Iter 093: Acc 0.4756, NMI 0.4058, ARI 0.2497, Δlabel 0.0033
Iter 096: Acc 0.4933, NMI 0.4100, ARI 0.2551, Δlabel 0.0389
Iter 099: Acc 0.4811, NMI 0.4004, ARI 0.2444, Δlabel 0.0444
