========== IDEC Training Configuration ==========
lr: 0.001
n_clusters: 3
batch_size: 256
n_z: 2
dataset: sparse_8_dense_1_dense_1
pretrain_path: data/sparse_8_dense_1_dense_1/ae_gamma_0.01_nz_2_update_3.pkl
gamma: 0.01
update_interval: 3
tol: 0.001
train_epoch: 100
pretrain_epoch: 200
cuda: True
n_input: 2
=================================================

IDEC(
  (ae): AE(
    (enc_1): Linear(in_features=2, out_features=500, bias=True)
    (enc_2): Linear(in_features=500, out_features=500, bias=True)
    (enc_3): Linear(in_features=500, out_features=1000, bias=True)
    (z_layer): Linear(in_features=1000, out_features=2, bias=True)
    (dec_1): Linear(in_features=2, out_features=1000, bias=True)
    (dec_2): Linear(in_features=1000, out_features=500, bias=True)
    (dec_3): Linear(in_features=500, out_features=500, bias=True)
    (x_bar_layer): Linear(in_features=500, out_features=2, bias=True)
  )
)=================================================

Iter 000: Acc 0.5000, NMI 0.5255, ARI 0.3463, Δlabel 0.0000
Iter 003: Acc 0.7900, NMI 0.6212, ARI 0.6330, Δlabel 0.3044
Iter 006: Acc 0.8089, NMI 0.6439, ARI 0.6721, Δlabel 0.0256
Iter 009: Acc 0.6956, NMI 0.5775, ARI 0.4785, Δlabel 0.1167
Iter 012: Acc 0.5411, NMI 0.5388, ARI 0.3592, Δlabel 0.1567
Iter 015: Acc 0.5200, NMI 0.5550, ARI 0.3634, Δlabel 0.0744
Iter 018: Acc 0.5633, NMI 0.5493, ARI 0.3707, Δlabel 0.0456
Iter 021: Acc 0.5656, NMI 0.5453, ARI 0.3696, Δlabel 0.0044
Iter 024: Acc 0.5689, NMI 0.5376, ARI 0.3671, Δlabel 0.0067
Iter 027: Acc 0.5489, NMI 0.5355, ARI 0.3594, Δlabel 0.0200
Iter 030: Acc 0.5478, NMI 0.5354, ARI 0.3591, Δlabel 0.0033
Iter 033: Acc 0.5600, NMI 0.5366, ARI 0.3634, Δlabel 0.0122
Iter 036: Acc 0.5578, NMI 0.5288, ARI 0.3585, Δlabel 0.0022
Iter 039: Acc 0.5500, NMI 0.5208, ARI 0.3517, Δlabel 0.0089
Iter 042: Acc 0.5433, NMI 0.5101, ARI 0.3435, Δlabel 0.0089
Iter 045: Acc 0.5222, NMI 0.4961, ARI 0.3300, Δlabel 0.0233
Iter 048: Acc 0.5111, NMI 0.4867, ARI 0.3220, Δlabel 0.0122
Iter 051: Acc 0.5022, NMI 0.4984, ARI 0.3293, Δlabel 0.0411
Iter 054: Acc 0.5178, NMI 0.5052, ARI 0.3354, Δlabel 0.0156
Iter 057: Acc 0.5167, NMI 0.4869, ARI 0.3229, Δlabel 0.0111
Iter 060: Acc 0.5289, NMI 0.5158, ARI 0.3437, Δlabel 0.0133
Iter 063: Acc 0.5378, NMI 0.5346, ARI 0.3562, Δlabel 0.0111
Iter 066: Acc 0.4911, NMI 0.4806, ARI 0.3161, Δlabel 0.0522
Iter 069: Acc 0.5222, NMI 0.5418, ARI 0.3572, Δlabel 0.0378
Iter 072: Acc 0.4978, NMI 0.5516, ARI 0.3623, Δlabel 0.0311
Iter 075: Acc 0.5022, NMI 0.5516, ARI 0.3623, Δlabel 0.0067
Iter 078: Acc 0.5033, NMI 0.5567, ARI 0.3646, Δlabel 0.0067
Iter 081: Acc 0.5078, NMI 0.5517, ARI 0.3625, Δlabel 0.0078
Iter 084: Acc 0.5111, NMI 0.5517, ARI 0.3628, Δlabel 0.0033
Iter 087: Acc 0.5133, NMI 0.5423, ARI 0.3586, Δlabel 0.0044
Iter 090: Acc 0.5133, NMI 0.5379, ARI 0.3564, Δlabel 0.0011
Iter 093: Acc 0.5133, NMI 0.5379, ARI 0.3564, Δlabel 0.0000
