========== IDEC Training Configuration ==========
lr: 0.001
n_clusters: 3
batch_size: 256
n_z: 2
dataset: sparse_8_dense_1_dense_1
pretrain_path: data/sparse_8_dense_1_dense_1/ae_gamma_0.02_nz_2_update_3.pkl
gamma: 0.02
update_interval: 3
tol: 0.001
train_epoch: 100
pretrain_epoch: 200
cuda: True
n_input: 2
=================================================

IDEC(
  (ae): AE(
    (enc_1): Linear(in_features=2, out_features=500, bias=True)
    (enc_2): Linear(in_features=500, out_features=500, bias=True)
    (enc_3): Linear(in_features=500, out_features=1000, bias=True)
    (z_layer): Linear(in_features=1000, out_features=2, bias=True)
    (dec_1): Linear(in_features=2, out_features=1000, bias=True)
    (dec_2): Linear(in_features=1000, out_features=500, bias=True)
    (dec_3): Linear(in_features=500, out_features=500, bias=True)
    (x_bar_layer): Linear(in_features=500, out_features=2, bias=True)
  )
)=================================================

Iter 000: Acc 0.5078, NMI 0.5219, ARI 0.3447, Δlabel 0.0000
Iter 003: Acc 0.5222, NMI 0.5460, ARI 0.3621, Δlabel 0.0489
Iter 006: Acc 0.5411, NMI 0.5349, ARI 0.3571, Δlabel 0.0333
Iter 009: Acc 0.4867, NMI 0.4834, ARI 0.3181, Δlabel 0.0589
Iter 012: Acc 0.4978, NMI 0.4647, ARI 0.3041, Δlabel 0.0244
Iter 015: Acc 0.5200, NMI 0.4353, ARI 0.2827, Δlabel 0.0367
Iter 018: Acc 0.4911, NMI 0.4277, ARI 0.2719, Δlabel 0.0311
Iter 021: Acc 0.4967, NMI 0.4431, ARI 0.2861, Δlabel 0.0122
Iter 024: Acc 0.4811, NMI 0.4297, ARI 0.2731, Δlabel 0.0200
Iter 027: Acc 0.4678, NMI 0.4096, ARI 0.2533, Δlabel 0.0211
Iter 030: Acc 0.4856, NMI 0.3987, ARI 0.2430, Δlabel 0.0278
Iter 033: Acc 0.4678, NMI 0.3749, ARI 0.2161, Δlabel 0.0211
Iter 036: Acc 0.4944, NMI 0.4008, ARI 0.2461, Δlabel 0.0300
Iter 039: Acc 0.4756, NMI 0.4296, ARI 0.2729, Δlabel 0.0489
Iter 042: Acc 0.4733, NMI 0.4275, ARI 0.2709, Δlabel 0.0033
Iter 045: Acc 0.4778, NMI 0.4405, ARI 0.2829, Δlabel 0.0078
Iter 048: Acc 0.5089, NMI 0.4728, ARI 0.3115, Δlabel 0.0400
Iter 051: Acc 0.4733, NMI 0.4077, ARI 0.2515, Δlabel 0.0578
Iter 054: Acc 0.4844, NMI 0.4474, ARI 0.2891, Δlabel 0.0256
Iter 057: Acc 0.4733, NMI 0.3950, ARI 0.2383, Δlabel 0.0311
Iter 060: Acc 0.4711, NMI 0.4021, ARI 0.2457, Δlabel 0.0067
Iter 063: Acc 0.4856, NMI 0.3970, ARI 0.2412, Δlabel 0.0178
Iter 066: Acc 0.4867, NMI 0.3754, ARI 0.2182, Δlabel 0.0156
Iter 069: Acc 0.5022, NMI 0.4525, ARI 0.2946, Δlabel 0.0778
Iter 072: Acc 0.5678, NMI 0.5126, ARI 0.3528, Δlabel 0.1256
Iter 075: Acc 0.5822, NMI 0.4795, ARI 0.3378, Δlabel 0.0389
Iter 078: Acc 0.4978, NMI 0.5218, ARI 0.3441, Δlabel 0.1033
Iter 081: Acc 0.4967, NMI 0.5254, ARI 0.3462, Δlabel 0.0044
Iter 084: Acc 0.5067, NMI 0.5148, ARI 0.3403, Δlabel 0.0133
Iter 087: Acc 0.4922, NMI 0.5014, ARI 0.3310, Δlabel 0.0211
Iter 090: Acc 0.4944, NMI 0.4952, ARI 0.3268, Δlabel 0.0122
Iter 093: Acc 0.4911, NMI 0.4892, ARI 0.3224, Δlabel 0.0122
Iter 096: Acc 0.4867, NMI 0.4778, ARI 0.3139, Δlabel 0.0111
Iter 099: Acc 0.4933, NMI 0.4806, ARI 0.3162, Δlabel 0.0122
