========== IDEC Training Configuration ==========
lr: 0.001
n_clusters: 4
batch_size: 256
n_z: 2
dataset: 4C
pretrain_path: data/4C/ae_gamma_0.02_nz_2_update_3.pkl
gamma: 0.02
update_interval: 3
tol: 0.001
train_epoch: 100
pretrain_epoch: 200
cuda: True
n_input: 2
=================================================

IDEC(
  (ae): AE(
    (enc_1): Linear(in_features=2, out_features=500, bias=True)
    (enc_2): Linear(in_features=500, out_features=500, bias=True)
    (enc_3): Linear(in_features=500, out_features=1000, bias=True)
    (z_layer): Linear(in_features=1000, out_features=2, bias=True)
    (dec_1): Linear(in_features=2, out_features=1000, bias=True)
    (dec_2): Linear(in_features=1000, out_features=500, bias=True)
    (dec_3): Linear(in_features=500, out_features=500, bias=True)
    (x_bar_layer): Linear(in_features=500, out_features=2, bias=True)
  )
)=================================================

Iter 000: Acc 0.4310, NMI 0.3397, ARI 0.2588, Δlabel 0.0000
Iter 003: Acc 0.4290, NMI 0.2001, ARI 0.1138, Δlabel 0.2990
Iter 006: Acc 0.4120, NMI 0.2500, ARI 0.1646, Δlabel 0.3650
Iter 009: Acc 0.4230, NMI 0.2636, ARI 0.1835, Δlabel 0.0600
Iter 012: Acc 0.4410, NMI 0.3366, ARI 0.2555, Δlabel 0.0960
Iter 015: Acc 0.4260, NMI 0.3409, ARI 0.2635, Δlabel 0.1210
Iter 018: Acc 0.4240, NMI 0.3598, ARI 0.2562, Δlabel 0.0360
Iter 021: Acc 0.4250, NMI 0.3712, ARI 0.2474, Δlabel 0.0230
Iter 024: Acc 0.4260, NMI 0.3432, ARI 0.2528, Δlabel 0.0400
Iter 027: Acc 0.4250, NMI 0.3309, ARI 0.2387, Δlabel 0.0160
Iter 030: Acc 0.4250, NMI 0.3707, ARI 0.2675, Δlabel 0.0350
Iter 033: Acc 0.4250, NMI 0.3713, ARI 0.2626, Δlabel 0.0060
Iter 036: Acc 0.4230, NMI 0.3681, ARI 0.2630, Δlabel 0.0090
Iter 039: Acc 0.4230, NMI 0.3645, ARI 0.2642, Δlabel 0.0060
Iter 042: Acc 0.4170, NMI 0.3486, ARI 0.2541, Δlabel 0.0130
Iter 045: Acc 0.4160, NMI 0.3326, ARI 0.2435, Δlabel 0.0120
Iter 048: Acc 0.4160, NMI 0.3255, ARI 0.2398, Δlabel 0.0090
Iter 051: Acc 0.4160, NMI 0.3130, ARI 0.2284, Δlabel 0.0140
Iter 054: Acc 0.4150, NMI 0.3080, ARI 0.2234, Δlabel 0.0060
Iter 057: Acc 0.4150, NMI 0.3015, ARI 0.2161, Δlabel 0.0120
Iter 060: Acc 0.4180, NMI 0.2893, ARI 0.2026, Δlabel 0.0230
Iter 063: Acc 0.4200, NMI 0.2907, ARI 0.2045, Δlabel 0.0020
Iter 066: Acc 0.4090, NMI 0.3403, ARI 0.2373, Δlabel 0.0740
Iter 069: Acc 0.4230, NMI 0.3037, ARI 0.2200, Δlabel 0.0670
Iter 072: Acc 0.4360, NMI 0.3068, ARI 0.2243, Δlabel 0.0180
Iter 075: Acc 0.4380, NMI 0.2970, ARI 0.2136, Δlabel 0.0150
Iter 078: Acc 0.4410, NMI 0.2923, ARI 0.2080, Δlabel 0.0120
Iter 081: Acc 0.4410, NMI 0.2911, ARI 0.2065, Δlabel 0.0020
Iter 084: Acc 0.4490, NMI 0.2893, ARI 0.2046, Δlabel 0.0140
Iter 087: Acc 0.4520, NMI 0.2879, ARI 0.2028, Δlabel 0.0060
Iter 090: Acc 0.4550, NMI 0.2893, ARI 0.2047, Δlabel 0.0040
Iter 093: Acc 0.4620, NMI 0.2893, ARI 0.2050, Δlabel 0.0110
Iter 096: Acc 0.4640, NMI 0.2892, ARI 0.2049, Δlabel 0.0020
Iter 099: Acc 0.4670, NMI 0.2892, ARI 0.2049, Δlabel 0.0030
