========== IDEC Training Configuration ==========
lr: 0.001
n_clusters: 4
batch_size: 256
n_z: 2
dataset: 4C
pretrain_path: data/4C/ae_gamma_0.5_nz_2_update_3.pkl
gamma: 0.5
update_interval: 3
tol: 0.001
train_epoch: 100
pretrain_epoch: 200
cuda: True
n_input: 2
=================================================

IDEC(
  (ae): AE(
    (enc_1): Linear(in_features=2, out_features=500, bias=True)
    (enc_2): Linear(in_features=500, out_features=500, bias=True)
    (enc_3): Linear(in_features=500, out_features=1000, bias=True)
    (z_layer): Linear(in_features=1000, out_features=2, bias=True)
    (dec_1): Linear(in_features=2, out_features=1000, bias=True)
    (dec_2): Linear(in_features=1000, out_features=500, bias=True)
    (dec_3): Linear(in_features=500, out_features=500, bias=True)
    (x_bar_layer): Linear(in_features=500, out_features=2, bias=True)
  )
)=================================================

Iter 000: Acc 0.4240, NMI 0.3564, ARI 0.2727, Δlabel 0.0000
Iter 003: Acc 0.4140, NMI 0.1787, ARI 0.1111, Δlabel 0.2270
Iter 006: Acc 0.3300, NMI 0.0815, ARI 0.0375, Δlabel 0.3000
Iter 009: Acc 0.3670, NMI 0.1656, ARI 0.0922, Δlabel 0.1380
Iter 012: Acc 0.3900, NMI 0.1837, ARI 0.1168, Δlabel 0.0440
Iter 015: Acc 0.4160, NMI 0.2138, ARI 0.1488, Δlabel 0.0410
Iter 018: Acc 0.4400, NMI 0.2000, ARI 0.1660, Δlabel 0.0670
Iter 021: Acc 0.4340, NMI 0.1972, ARI 0.1587, Δlabel 0.0640
Iter 024: Acc 0.4310, NMI 0.1920, ARI 0.1455, Δlabel 0.0310
Iter 027: Acc 0.5000, NMI 0.2967, ARI 0.2562, Δlabel 0.1860
Iter 030: Acc 0.4280, NMI 0.1700, ARI 0.1165, Δlabel 0.1760
Iter 033: Acc 0.4270, NMI 0.1766, ARI 0.1209, Δlabel 0.0420
Iter 036: Acc 0.4410, NMI 0.1906, ARI 0.1412, Δlabel 0.0540
Iter 039: Acc 0.4300, NMI 0.1804, ARI 0.1216, Δlabel 0.0240
Iter 042: Acc 0.4290, NMI 0.1814, ARI 0.1229, Δlabel 0.0100
Iter 045: Acc 0.4210, NMI 0.1747, ARI 0.1123, Δlabel 0.0110
Iter 048: Acc 0.4120, NMI 0.1714, ARI 0.0945, Δlabel 0.0460
Iter 051: Acc 0.3960, NMI 0.1544, ARI 0.0783, Δlabel 0.0340
Iter 054: Acc 0.3810, NMI 0.1430, ARI 0.0696, Δlabel 0.0440
Iter 057: Acc 0.3640, NMI 0.1293, ARI 0.0645, Δlabel 0.0500
Iter 060: Acc 0.3620, NMI 0.1281, ARI 0.0649, Δlabel 0.0140
Iter 063: Acc 0.3560, NMI 0.1293, ARI 0.0647, Δlabel 0.0140
Iter 066: Acc 0.3740, NMI 0.1426, ARI 0.0705, Δlabel 0.0390
Iter 069: Acc 0.3820, NMI 0.1501, ARI 0.0753, Δlabel 0.0280
Iter 072: Acc 0.3950, NMI 0.1651, ARI 0.0859, Δlabel 0.0380
Iter 075: Acc 0.4120, NMI 0.1756, ARI 0.0969, Δlabel 0.0340
Iter 078: Acc 0.4080, NMI 0.1723, ARI 0.0968, Δlabel 0.0140
Iter 081: Acc 0.3780, NMI 0.1525, ARI 0.0780, Δlabel 0.0640
Iter 084: Acc 0.3990, NMI 0.1649, ARI 0.0889, Δlabel 0.0360
Iter 087: Acc 0.3940, NMI 0.1653, ARI 0.0874, Δlabel 0.0240
Iter 090: Acc 0.4000, NMI 0.1686, ARI 0.0907, Δlabel 0.0120
Iter 093: Acc 0.4050, NMI 0.1755, ARI 0.1003, Δlabel 0.0420
Iter 096: Acc 0.4060, NMI 0.1794, ARI 0.1033, Δlabel 0.0110
Iter 099: Acc 0.3830, NMI 0.1160, ARI 0.0670, Δlabel 0.0860
