========== IDEC Training Configuration ==========
lr: 0.001
n_clusters: 3
batch_size: 256
n_z: 2
dataset: sparse_3_dense_3_dense_3
pretrain_path: data/sparse_3_dense_3_dense_3/ae_gamma_1.0_nz_2_update_3.pkl
gamma: 1.0
update_interval: 3
tol: 0.001
train_epoch: 100
pretrain_epoch: 200
cuda: True
n_input: 2
=================================================

IDEC(
  (ae): AE(
    (enc_1): Linear(in_features=2, out_features=100, bias=True)
    (enc_2): Linear(in_features=100, out_features=100, bias=True)
    (enc_3): Linear(in_features=100, out_features=200, bias=True)
    (z_layer): Linear(in_features=200, out_features=2, bias=True)
    (dec_1): Linear(in_features=2, out_features=200, bias=True)
    (dec_2): Linear(in_features=200, out_features=100, bias=True)
    (dec_3): Linear(in_features=100, out_features=100, bias=True)
    (x_bar_layer): Linear(in_features=100, out_features=2, bias=True)
  )
)=================================================

Iter 000: Acc 0.5111, NMI 0.5830, ARI 0.4035, Δlabel 0.0000
Iter 003: Acc 0.5056, NMI 0.5343, ARI 0.3616, Δlabel 0.0278
Iter 006: Acc 0.4889, NMI 0.5465, ARI 0.3715, Δlabel 0.0256
Iter 009: Acc 0.5167, NMI 0.5581, ARI 0.3841, Δlabel 0.0344
Iter 012: Acc 0.5478, NMI 0.5701, ARI 0.4024, Δlabel 0.0333
Iter 015: Acc 0.5722, NMI 0.5841, ARI 0.4237, Δlabel 0.0267
Iter 018: Acc 0.5967, NMI 0.6053, ARI 0.4526, Δlabel 0.0278
Iter 021: Acc 0.6078, NMI 0.6227, ARI 0.4715, Δlabel 0.0144
Iter 024: Acc 0.6156, NMI 0.6275, ARI 0.4798, Δlabel 0.0078
Iter 027: Acc 0.6167, NMI 0.6283, ARI 0.4811, Δlabel 0.0011
Iter 030: Acc 0.6222, NMI 0.6443, ARI 0.4950, Δlabel 0.0089
Iter 033: Acc 0.6256, NMI 0.6467, ARI 0.4989, Δlabel 0.0033
Iter 036: Acc 0.6267, NMI 0.6476, ARI 0.5002, Δlabel 0.0011
Iter 039: Acc 0.6244, NMI 0.6417, ARI 0.4950, Δlabel 0.0033
Iter 042: Acc 0.6233, NMI 0.6451, ARI 0.4963, Δlabel 0.0022
Iter 045: Acc 0.6267, NMI 0.6476, ARI 0.5002, Δlabel 0.0033
Iter 048: Acc 0.6267, NMI 0.6435, ARI 0.4977, Δlabel 0.0011
Iter 051: Acc 0.6300, NMI 0.6503, ARI 0.5042, Δlabel 0.0044
Iter 054: Acc 0.6267, NMI 0.6435, ARI 0.4977, Δlabel 0.0044
Iter 057: Acc 0.6322, NMI 0.6564, ARI 0.5094, Δlabel 0.0078
Iter 060: Acc 0.6333, NMI 0.6574, ARI 0.5108, Δlabel 0.0011
Iter 063: Acc 0.6333, NMI 0.6618, ARI 0.5133, Δlabel 0.0011
Iter 066: Acc 0.6333, NMI 0.6574, ARI 0.5108, Δlabel 0.0011
Iter 069: Acc 0.6300, NMI 0.6545, ARI 0.5067, Δlabel 0.0033
Iter 072: Acc 0.6311, NMI 0.6555, ARI 0.5081, Δlabel 0.0011
Iter 075: Acc 0.6322, NMI 0.6564, ARI 0.5094, Δlabel 0.0011
Iter 078: Acc 0.6344, NMI 0.6583, ARI 0.5122, Δlabel 0.0022
Iter 081: Acc 0.6356, NMI 0.6593, ARI 0.5136, Δlabel 0.0011
Iter 084: Acc 0.6367, NMI 0.6604, ARI 0.5150, Δlabel 0.0011
Iter 087: Acc 0.6400, NMI 0.6680, ARI 0.5217, Δlabel 0.0044
Iter 090: Acc 0.6433, NMI 0.6759, ARI 0.5285, Δlabel 0.0044
Iter 093: Acc 0.6356, NMI 0.6593, ARI 0.5136, Δlabel 0.0100
Iter 096: Acc 0.6422, NMI 0.6849, ARI 0.5321, Δlabel 0.0111
Iter 099: Acc 0.6389, NMI 0.6669, ARI 0.5203, Δlabel 0.0067
