========== IDEC Training Configuration ==========
lr: 0.001
n_clusters: 4
batch_size: 256
n_z: 2
dataset: 4C
pretrain_path: data/4C/ae_gamma_0.05_nz_2_update_3.pkl
gamma: 0.05
update_interval: 3
tol: 0.001
train_epoch: 100
pretrain_epoch: 200
cuda: True
n_input: 2
=================================================

IDEC(
  (ae): AE(
    (enc_1): Linear(in_features=2, out_features=500, bias=True)
    (enc_2): Linear(in_features=500, out_features=500, bias=True)
    (enc_3): Linear(in_features=500, out_features=1000, bias=True)
    (z_layer): Linear(in_features=1000, out_features=2, bias=True)
    (dec_1): Linear(in_features=2, out_features=1000, bias=True)
    (dec_2): Linear(in_features=1000, out_features=500, bias=True)
    (dec_3): Linear(in_features=500, out_features=500, bias=True)
    (x_bar_layer): Linear(in_features=500, out_features=2, bias=True)
  )
)=================================================

Iter 000: Acc 0.4390, NMI 0.3097, ARI 0.2288, Δlabel 0.0000
Iter 003: Acc 0.3850, NMI 0.1603, ARI 0.0710, Δlabel 0.2600
Iter 006: Acc 0.4050, NMI 0.1403, ARI 0.0842, Δlabel 0.1390
Iter 009: Acc 0.4070, NMI 0.1507, ARI 0.0964, Δlabel 0.0380
Iter 012: Acc 0.4730, NMI 0.2555, ARI 0.2084, Δlabel 0.1110
Iter 015: Acc 0.4700, NMI 0.2514, ARI 0.2030, Δlabel 0.0160
Iter 018: Acc 0.4650, NMI 0.2485, ARI 0.1998, Δlabel 0.0090
Iter 021: Acc 0.4640, NMI 0.2540, ARI 0.2052, Δlabel 0.0100
Iter 024: Acc 0.4630, NMI 0.2522, ARI 0.2023, Δlabel 0.0180
Iter 027: Acc 0.4690, NMI 0.2533, ARI 0.2046, Δlabel 0.0130
Iter 030: Acc 0.4710, NMI 0.2499, ARI 0.2017, Δlabel 0.0270
Iter 033: Acc 0.4640, NMI 0.2414, ARI 0.2013, Δlabel 0.0500
Iter 036: Acc 0.4580, NMI 0.2295, ARI 0.1984, Δlabel 0.0300
Iter 039: Acc 0.4560, NMI 0.2233, ARI 0.2006, Δlabel 0.0360
Iter 042: Acc 0.4550, NMI 0.2236, ARI 0.2031, Δlabel 0.0120
Iter 045: Acc 0.4550, NMI 0.2277, ARI 0.2096, Δlabel 0.0170
Iter 048: Acc 0.4610, NMI 0.2325, ARI 0.2153, Δlabel 0.0160
Iter 051: Acc 0.4650, NMI 0.2352, ARI 0.2183, Δlabel 0.0110
Iter 054: Acc 0.4710, NMI 0.2367, ARI 0.2192, Δlabel 0.0170
Iter 057: Acc 0.4760, NMI 0.2391, ARI 0.2214, Δlabel 0.0110
Iter 060: Acc 0.4700, NMI 0.2375, ARI 0.2210, Δlabel 0.0220
Iter 063: Acc 0.4610, NMI 0.2299, ARI 0.2129, Δlabel 0.0380
Iter 066: Acc 0.4600, NMI 0.2259, ARI 0.1950, Δlabel 0.0710
Iter 069: Acc 0.4580, NMI 0.2228, ARI 0.1949, Δlabel 0.0180
Iter 072: Acc 0.4590, NMI 0.2251, ARI 0.1990, Δlabel 0.0320
Iter 075: Acc 0.4630, NMI 0.2280, ARI 0.2049, Δlabel 0.0200
Iter 078: Acc 0.4710, NMI 0.2323, ARI 0.2122, Δlabel 0.0160
Iter 081: Acc 0.4750, NMI 0.2391, ARI 0.2207, Δlabel 0.0140
Iter 084: Acc 0.4800, NMI 0.2424, ARI 0.2249, Δlabel 0.0070
Iter 087: Acc 0.4810, NMI 0.2463, ARI 0.2286, Δlabel 0.0080
Iter 090: Acc 0.4850, NMI 0.2508, ARI 0.2338, Δlabel 0.0100
Iter 093: Acc 0.4910, NMI 0.2590, ARI 0.2401, Δlabel 0.0190
Iter 096: Acc 0.4860, NMI 0.2646, ARI 0.2202, Δlabel 0.0520
Iter 099: Acc 0.4700, NMI 0.2492, ARI 0.2012, Δlabel 0.0530
