========== IDEC Training Configuration ==========
lr: 0.001
n_clusters: 3
batch_size: 256
n_z: 2
dataset: sparse_3_dense_3_dense_3
pretrain_path: data/sparse_3_dense_3_dense_3/ae_gamma_0.1_nz_2_update_3.pkl
gamma: 0.1
update_interval: 3
tol: 0.001
train_epoch: 100
pretrain_epoch: 200
cuda: True
n_input: 2
=================================================

IDEC(
  (ae): AE(
    (enc_1): Linear(in_features=2, out_features=500, bias=True)
    (enc_2): Linear(in_features=500, out_features=500, bias=True)
    (enc_3): Linear(in_features=500, out_features=1000, bias=True)
    (z_layer): Linear(in_features=1000, out_features=2, bias=True)
    (dec_1): Linear(in_features=2, out_features=1000, bias=True)
    (dec_2): Linear(in_features=1000, out_features=500, bias=True)
    (dec_3): Linear(in_features=500, out_features=500, bias=True)
    (x_bar_layer): Linear(in_features=500, out_features=2, bias=True)
  )
)=================================================

Iter 000: Acc 0.5400, NMI 0.5985, ARI 0.4212, Δlabel 0.0000
Iter 003: Acc 0.5544, NMI 0.5226, ARI 0.3649, Δlabel 0.1344
Iter 006: Acc 0.5022, NMI 0.5604, ARI 0.3843, Δlabel 0.1011
Iter 009: Acc 0.5044, NMI 0.5826, ARI 0.4026, Δlabel 0.0200
Iter 012: Acc 0.4967, NMI 0.5785, ARI 0.3989, Δlabel 0.0178
Iter 015: Acc 0.4989, NMI 0.5748, ARI 0.3960, Δlabel 0.0122
Iter 018: Acc 0.5300, NMI 0.5565, ARI 0.3857, Δlabel 0.0378
Iter 021: Acc 0.5011, NMI 0.5787, ARI 0.3992, Δlabel 0.0389
Iter 024: Acc 0.5133, NMI 0.5832, ARI 0.4040, Δlabel 0.0122
Iter 027: Acc 0.5056, NMI 0.5827, ARI 0.4027, Δlabel 0.0078
Iter 030: Acc 0.4967, NMI 0.5988, ARI 0.4145, Δlabel 0.0133
Iter 033: Acc 0.4978, NMI 0.5988, ARI 0.4146, Δlabel 0.0011
Iter 036: Acc 0.5033, NMI 0.5989, ARI 0.4149, Δlabel 0.0056
Iter 039: Acc 0.5178, NMI 0.5956, ARI 0.4139, Δlabel 0.0156
Iter 042: Acc 0.5367, NMI 0.5939, ARI 0.4169, Δlabel 0.0200
Iter 045: Acc 0.5411, NMI 0.5831, ARI 0.4102, Δlabel 0.0089
Iter 048: Acc 0.5389, NMI 0.5682, ARI 0.3979, Δlabel 0.0056
Iter 051: Acc 0.5322, NMI 0.5671, ARI 0.3950, Δlabel 0.0067
Iter 054: Acc 0.5333, NMI 0.5604, ARI 0.3898, Δlabel 0.0056
Iter 057: Acc 0.5444, NMI 0.5801, ARI 0.4090, Δlabel 0.0133
Iter 060: Acc 0.5511, NMI 0.5890, ARI 0.4181, Δlabel 0.0078
Iter 063: Acc 0.5378, NMI 0.5901, ARI 0.4144, Δlabel 0.0144
Iter 066: Acc 0.5167, NMI 0.5955, ARI 0.4137, Δlabel 0.0233
Iter 069: Acc 0.5433, NMI 0.5657, ARI 0.3973, Δlabel 0.0389
Iter 072: Acc 0.5200, NMI 0.5917, ARI 0.4114, Δlabel 0.0356
Iter 075: Acc 0.5144, NMI 0.6281, ARI 0.4350, Δlabel 0.0189
Iter 078: Acc 0.5333, NMI 0.6197, ARI 0.4335, Δlabel 0.0233
Iter 081: Acc 0.5233, NMI 0.6185, ARI 0.4306, Δlabel 0.0100
Iter 084: Acc 0.5367, NMI 0.6154, ARI 0.4317, Δlabel 0.0144
Iter 087: Acc 0.5389, NMI 0.6158, ARI 0.4326, Δlabel 0.0022
Iter 090: Acc 0.5467, NMI 0.5998, ARI 0.4243, Δlabel 0.0144
Iter 093: Acc 0.5489, NMI 0.6003, ARI 0.4254, Δlabel 0.0022
Iter 096: Acc 0.5578, NMI 0.5984, ARI 0.4275, Δlabel 0.0100
Iter 099: Acc 0.5589, NMI 0.6069, ARI 0.4338, Δlabel 0.0022
