========== IDEC Training Configuration ==========
lr: 0.001
n_clusters: 3
batch_size: 256
n_z: 2
dataset: sparse_8_dense_1_dense_1
pretrain_path: data/sparse_8_dense_1_dense_1/ae_gamma_0.1_nz_2_update_3.pkl
gamma: 0.1
update_interval: 3
tol: 0.001
train_epoch: 100
pretrain_epoch: 200
cuda: True
n_input: 2
=================================================

IDEC(
  (ae): AE(
    (enc_1): Linear(in_features=2, out_features=500, bias=True)
    (enc_2): Linear(in_features=500, out_features=500, bias=True)
    (enc_3): Linear(in_features=500, out_features=1000, bias=True)
    (z_layer): Linear(in_features=1000, out_features=2, bias=True)
    (dec_1): Linear(in_features=2, out_features=1000, bias=True)
    (dec_2): Linear(in_features=1000, out_features=500, bias=True)
    (dec_3): Linear(in_features=500, out_features=500, bias=True)
    (x_bar_layer): Linear(in_features=500, out_features=2, bias=True)
  )
)=================================================

Iter 000: Acc 0.5256, NMI 0.5024, ARI 0.3348, Δlabel 0.0000
Iter 003: Acc 0.5778, NMI 0.5526, ARI 0.3796, Δlabel 0.1356
Iter 006: Acc 0.6078, NMI 0.5189, ARI 0.3759, Δlabel 0.2133
Iter 009: Acc 0.5400, NMI 0.4669, ARI 0.3131, Δlabel 0.0711
Iter 012: Acc 0.5244, NMI 0.4314, ARI 0.2802, Δlabel 0.0222
Iter 015: Acc 0.4867, NMI 0.3901, ARI 0.2341, Δlabel 0.0400
Iter 018: Acc 0.4778, NMI 0.3659, ARI 0.2065, Δlabel 0.0200
Iter 021: Acc 0.4700, NMI 0.3672, ARI 0.2074, Δlabel 0.0089
Iter 024: Acc 0.4600, NMI 0.3717, ARI 0.2122, Δlabel 0.0289
Iter 027: Acc 0.4789, NMI 0.3502, ARI 0.1882, Δlabel 0.0367
Iter 030: Acc 0.5033, NMI 0.3762, ARI 0.2217, Δlabel 0.0322
Iter 033: Acc 0.5156, NMI 0.3817, ARI 0.2302, Δlabel 0.0133
Iter 036: Acc 0.5711, NMI 0.4008, ARI 0.2688, Δlabel 0.0556
Iter 039: Acc 0.5056, NMI 0.3926, ARI 0.2394, Δlabel 0.0722
Iter 042: Acc 0.5411, NMI 0.3971, ARI 0.2531, Δlabel 0.0378
Iter 045: Acc 0.5211, NMI 0.3902, ARI 0.2404, Δlabel 0.0222
Iter 048: Acc 0.5111, NMI 0.3879, ARI 0.2357, Δlabel 0.0111
Iter 051: Acc 0.5478, NMI 0.4065, ARI 0.2644, Δlabel 0.0400
Iter 054: Acc 0.5322, NMI 0.3799, ARI 0.2330, Δlabel 0.0278
Iter 057: Acc 0.5222, NMI 0.3744, ARI 0.2242, Δlabel 0.0133
Iter 060: Acc 0.5511, NMI 0.3774, ARI 0.2372, Δlabel 0.0300
Iter 063: Acc 0.5089, NMI 0.3573, ARI 0.2021, Δlabel 0.0478
Iter 066: Acc 0.5156, NMI 0.3770, ARI 0.2252, Δlabel 0.0167
Iter 069: Acc 0.5411, NMI 0.3762, ARI 0.2321, Δlabel 0.0278
Iter 072: Acc 0.5600, NMI 0.3846, ARI 0.2482, Δlabel 0.0233
Iter 075: Acc 0.5156, NMI 0.4037, ARI 0.2525, Δlabel 0.0611
Iter 078: Acc 0.5056, NMI 0.3909, ARI 0.2377, Δlabel 0.0133
Iter 081: Acc 0.5311, NMI 0.4031, ARI 0.2558, Δlabel 0.0278
Iter 084: Acc 0.5356, NMI 0.4089, ARI 0.2626, Δlabel 0.0067
Iter 087: Acc 0.5378, NMI 0.4091, ARI 0.2635, Δlabel 0.0022
Iter 090: Acc 0.5400, NMI 0.4130, ARI 0.2678, Δlabel 0.0033
Iter 093: Acc 0.5556, NMI 0.4165, ARI 0.2765, Δlabel 0.0156
Iter 096: Acc 0.5389, NMI 0.4129, ARI 0.2674, Δlabel 0.0167
Iter 099: Acc 0.5378, NMI 0.4223, ARI 0.2757, Δlabel 0.0122
